rbd;ano_escolar;cod_ens;cod_gra;tipo_jornada;cod_esp;cod_men;id_sede_anexo;tipo_alumnado
16469;2023;110;2;3;0;0;16469;3
16469;2023;310;1;3;0;0;16469;3
16484;2023;110;8;2;0;0;16484;3
16494;2023;110;8;3;0;0;16494;3
16502;2023;110;1;3;0;0;16502;3
16512;2023;110;3;3;0;0;16512;3
16512;2023;110;5;3;0;0;16512;3
16512;2023;110;6;3;0;0;16512;3
16512;2023;310;2;3;0;0;16512;3
16535;2023;110;2;1;0;0;16535;3
16535;2023;110;2;2;0;0;16535;3
16535;2023;110;3;3;0;0;16535;3
16535;2023;110;4;3;0;0;16535;3
16535;2023;110;7;3;0;0;16535;3
16535;2023;310;1;3;0;0;16535;3
16535;2023;310;2;3;0;0;16535;3
16535;2023;310;3;3;0;0;16535;3
16535;2023;310;4;3;0;0;16535;3
16564;2023;10;4;2;0;0;16564;3
16564;2023;10;5;1;0;0;16564;3
16564;2023;710;3;3;72007;0;16564;3
16588;2023;310;1;3;0;0;16588;3
16588;2023;310;3;3;0;0;16588;3
16625;2023;110;3;3;0;0;16625;3
16625;2023;110;6;3;0;0;16625;3
16728;2023;310;2;3;0;0;16728;3
16730;2023;10;4;3;0;0;16730;3
16793;2023;310;1;3;0;0;16793;3
16793;2023;310;2;3;0;0;16793;3
16793;2023;410;3;3;41005;0;16793;3
16793;2023;410;4;3;41005;0;16793;3
16793;2023;610;3;3;61003;0;16793;3
16793;2023;610;4;3;61003;0;16793;3
16825;2023;10;4;1;0;0;16825;3
16844;2023;310;1;3;0;0;16844;3
16844;2023;710;4;3;72007;0;16844;3
16890;2023;10;5;3;0;0;16890;3
16890;2023;110;1;3;0;0;16890;3
16890;2023;110;2;3;0;0;16890;3
16890;2023;110;3;3;0;0;16890;3
16890;2023;110;4;3;0;0;16890;3
16890;2023;110;5;3;0;0;16890;3
16890;2023;110;6;3;0;0;16890;3
16985;2023;310;1;3;0;0;16985;3
17662;2023;310;1;3;0;0;17662;3
17793;2023;310;4;3;0;0;17793;3
17895;2023;110;4;3;0;0;17895;3
18251;2023;10;4;2;0;0;18251;3
18251;2023;10;5;2;0;0;18251;3
18251;2023;110;1;1;0;0;18251;3
19954;2023;310;1;3;0;0;19954;3
20165;2023;110;2;1;0;0;20165;3
20165;2023;110;3;3;0;0;20165;3
20165;2023;110;4;3;0;0;20165;3
20165;2023;110;5;3;0;0;20165;3
20266;2023;310;1;3;0;0;20266;3
20324;2023;310;1;3;0;0;20324;3
22022;2023;310;1;3;0;0;22022;3
22072;2023;110;1;3;0;0;22072;3
22072;2023;110;2;3;0;0;22072;3
22072;2023;110;3;3;0;0;22072;3
22072;2023;110;4;3;0;0;22072;3
22072;2023;110;5;3;0;0;22072;3
22072;2023;110;6;3;0;0;22072;3
22083;2023;10;4;2;0;0;22083;3
22083;2023;110;6;1;0;0;22083;3
22084;2023;310;1;3;0;0;22084;3
22084;2023;310;2;3;0;0;22084;3
22196;2023;310;1;3;0;0;22196;3
22267;2023;10;4;3;0;0;22267;3
22267;2023;10;5;3;0;0;22267;3
22267;2023;110;1;3;0;0;22267;3
22267;2023;110;2;3;0;0;22267;3
22267;2023;110;3;3;0;0;22267;3
22267;2023;110;4;3;0;0;22267;3
22267;2023;110;5;3;0;0;22267;3
22267;2023;110;6;3;0;0;22267;3
22267;2023;110;7;3;0;0;22267;3
22267;2023;110;8;3;0;0;22267;3
22270;2023;310;1;3;0;0;22270;3
22270;2023;310;2;3;0;0;22270;3
22270;2023;610;3;3;64001;0;22270;3
22270;2023;610;4;3;64001;0;22270;3
22271;2023;310;3;3;0;0;22271;3
22309;2023;110;2;3;0;0;22309;3
22309;2023;110;4;3;0;0;22309;3
22309;2023;310;1;3;0;0;22309;3
22309;2023;310;2;3;0;0;22309;3
22339;2023;110;1;2;0;0;22339;3
22339;2023;110;8;1;0;0;22339;3
22339;2023;110;8;2;0;0;22339;3
22464;2023;310;1;3;0;0;22464;3
22483;2023;310;1;3;0;0;22483;3
22483;2023;310;2;3;0;0;22483;3
22519;2023;110;2;3;0;0;22519;3
22519;2023;110;3;3;0;0;22519;3
22519;2023;110;4;3;0;0;22519;3
22519;2023;110;5;3;0;0;22519;3
22519;2023;110;6;3;0;0;22519;3
22519;2023;110;7;3;0;0;22519;3
22543;2023;310;1;3;0;0;22543;3
22543;2023;610;3;3;63011;0;22543;3
22543;2023;610;4;3;63011;0;22543;3
22597;2023;310;1;3;0;0;22597;3
22597;2023;410;3;3;41005;0;22597;3
22597;2023;410;4;3;41005;0;22597;3
22597;2023;610;4;3;64001;0;22597;3
22609;2023;10;4;1;0;0;22609;3
22609;2023;310;2;3;0;0;22609;3
22609;2023;310;4;3;0;0;22609;3
22626;2023;310;1;3;0;0;22626;3
22758;2023;110;1;3;0;0;22758;3
22758;2023;110;2;3;0;0;22758;3
22758;2023;110;3;3;0;0;22758;3
22758;2023;110;5;3;0;0;22758;3
22758;2023;110;6;3;0;0;22758;3
22758;2023;110;8;3;0;0;22758;3
22758;2023;310;1;3;0;0;22758;3
22758;2023;310;2;3;0;0;22758;3
24201;2023;310;1;3;0;0;24201;3
24240;2023;110;7;3;0;0;24240;3
24240;2023;110;8;3;0;0;24240;3
24240;2023;310;3;3;0;0;24240;3
24431;2023;10;5;2;0;0;24431;3
24446;2023;310;1;3;0;0;24446;3
24473;2023;310;1;3;0;0;24473;3
24473;2023;310;2;3;0;0;24473;3
24473;2023;610;3;3;61003;0;24473;3
24716;2023;10;5;1;0;0;24716;3
24716;2023;110;5;3;0;0;24716;3
24716;2023;110;6;3;0;0;24716;3
24716;2023;110;8;3;0;0;24716;3
24864;2023;10;4;1;0;0;24864;3
24864;2023;10;5;1;0;0;24864;3
24864;2023;110;1;1;0;0;24864;3
24864;2023;110;2;1;0;0;24864;3
24864;2023;110;3;3;0;0;24864;3
24864;2023;110;4;3;0;0;24864;3
24864;2023;110;5;3;0;0;24864;3
24864;2023;110;6;3;0;0;24864;3
24864;2023;110;7;3;0;0;24864;3
24864;2023;110;8;3;0;0;24864;3
24864;2023;310;1;3;0;0;24864;3
24864;2023;310;2;3;0;0;24864;3
24864;2023;310;3;3;0;0;24864;3
24864;2023;310;4;3;0;0;24864;3
24878;2023;10;4;2;0;0;24878;3
24878;2023;10;5;2;0;0;24878;3
24889;2023;310;1;3;0;0;20180622143747973461000000;3
25041;2023;10;5;3;0;0;25041;3
25042;2023;110;7;1;0;0;25042;3
25050;2023;510;3;3;55023;0;25050;3
25303;2023;310;1;1;0;0;25303;3
25304;2023;10;5;1;0;0;25304;3
25462;2023;110;5;3;0;0;25462;3
25462;2023;110;8;3;0;0;25462;3
25462;2023;310;3;3;0;0;25462;3
25462;2023;310;4;3;0;0;25462;3
25703;2023;10;5;1;0;0;25703;3
26135;2023;110;2;3;0;0;26135;3
26135;2023;110;3;3;0;0;26135;3
26135;2023;110;4;3;0;0;26135;3
26135;2023;110;5;3;0;0;26135;3
26135;2023;110;6;3;0;0;26135;3
26135;2023;110;7;3;0;0;26135;3
26135;2023;110;8;3;0;0;26135;3
26135;2023;310;1;3;0;0;26135;3
26135;2023;310;2;3;0;0;26135;3
26145;2023;10;4;3;0;0;26145;3
26145;2023;10;5;3;0;0;26145;3
26145;2023;110;1;3;0;0;26145;3
26145;2023;110;2;3;0;0;26145;3
26145;2023;110;3;3;0;0;26145;3
26145;2023;110;4;3;0;0;26145;3
26145;2023;110;5;3;0;0;26145;3
26145;2023;110;6;3;0;0;26145;3
26145;2023;110;7;3;0;0;26145;3
26145;2023;110;8;3;0;0;26145;3
31116;2023;410;3;3;41005;0;31116;3
31116;2023;510;3;3;51006;0;31116;3
31343;2023;310;1;3;0;0;31343;3
40025;2023;310;1;3;0;0;40025;3
40065;2023;310;1;3;0;0;40065;3
40251;2023;10;4;2;0;0;20180822202440869174000000;3
40301;2023;310;1;3;0;0;40301;3
40316;2023;310;1;3;0;0;40316;3
