rbd;ano_escolar;cod_ens;cod_gra;tipo_jornada;cod_esp;cod_men;id_sede_anexo;tipo_alumnado;total_cupos;cantidad_cursos;cupos_admision_especial_nee;numero_cuotas;valor_cuota;cobro_mensual
13474;2023;110;5;3;0;0;13474;3;42;1;0;0;0;0
13474;2023;110;6;3;0;0;13474;3;42;1;0;0;0;0
13573;2023;310;1;3;0;0;13573;3;45;1;0;10;98687;0
14504;2023;110;2;2;0;0;14504;3;39;1;0;0;0;0
14504;2023;110;7;1;0;0;14504;3;39;1;0;0;0;0
14504;2023;310;2;3;0;0;14504;3;39;1;0;0;0;0
14506;2023;110;6;3;0;0;14506;3;82;2;0;10;82500;0
14506;2023;110;7;3;0;0;14506;3;80;2;0;10;82500;0
14506;2023;110;8;3;0;0;14506;3;83;2;0;10;82500;0
14526;2023;110;5;3;0;0;14526;3;60;2;0;11;50000;0
14534;2023;310;1;3;0;0;14534;3;36;1;0;0;0;0
14770;2023;110;3;3;0;0;14770;3;74;2;0;11;49600;0
14770;2023;110;6;3;0;0;14770;3;80;2;0;11;49600;0
14770;2023;310;1;3;0;0;14770;3;80;2;0;11;49600;0
14770;2023;310;2;3;0;0;14770;3;78;2;0;11;49600;0
14770;2023;310;3;3;0;0;14770;3;78;2;0;11;49600;0
14866;2023;110;4;3;0;0;14866;3;76;3;0;11;120000;0
14866;2023;110;5;3;0;0;14866;3;76;2;0;11;120000;0
14866;2023;110;6;3;0;0;14866;3;76;2;0;11;120000;0
14866;2023;310;1;3;0;0;14866;3;76;2;0;11;120000;0
14866;2023;310;2;3;0;0;14866;3;76;2;0;11;120000;0
14866;2023;310;3;3;0;0;14866;3;76;2;0;11;120000;0
14866;2023;310;4;3;0;0;14866;3;76;2;0;11;120000;0
14923;2023;110;1;3;0;0;14923;3;48;2;0;10;77000;0
16446;2023;10;4;3;0;0;16446;3;35;1;0;0;0;0
16469;2023;110;2;3;0;0;16469;3;85;2;0;0;0;0
16469;2023;310;1;3;0;0;16469;3;88;2;0;0;0;0
16494;2023;110;8;3;0;0;16494;3;37;1;0;0;0;0
16502;2023;110;1;3;0;0;16502;3;64;2;0;12;32000;0
16512;2023;110;3;3;0;0;16512;3;81;2;0;0;0;0
16512;2023;110;5;3;0;0;16512;3;77;2;0;0;0;0
16512;2023;110;6;3;0;0;16512;3;79;2;0;0;0;0
16512;2023;310;2;3;0;0;16512;3;42;1;0;0;0;0
16535;2023;110;2;1;0;0;16535;3;38;1;0;0;0;0
16535;2023;110;2;2;0;0;16535;3;32;1;0;0;0;0
16535;2023;110;3;3;0;0;16535;3;73;2;0;0;0;0
16535;2023;110;4;3;0;0;16535;3;75;2;0;0;0;0
16535;2023;110;7;3;0;0;16535;3;73;2;0;0;0;0
16535;2023;310;1;3;0;0;16535;3;65;2;0;0;0;0
16535;2023;310;2;3;0;0;16535;3;70;2;0;0;0;0
16535;2023;310;3;3;0;0;16535;3;66;2;0;0;0;0
16535;2023;310;4;3;0;0;16535;3;56;2;0;0;0;0
16564;2023;10;4;2;0;0;16564;3;35;1;0;0;0;0
16564;2023;10;5;1;0;0;16564;3;35;1;0;0;0;0
16564;2023;710;3;3;72007;0;16564;3;22;1;0;0;0;0
16588;2023;310;1;3;0;0;16588;3;71;2;0;0;0;0
16588;2023;310;3;3;0;0;16588;3;62;2;0;0;0;0
16625;2023;110;3;3;0;0;16625;3;35;1;0;0;0;0
16625;2023;110;6;3;0;0;16625;3;31;1;0;0;0;0
16625;2023;310;1;3;0;0;16625;3;31;1;0;0;0;0
16728;2023;310;2;3;0;0;16728;3;76;2;0;10;116953;0
16793;2023;310;1;3;0;0;16793;3;104;3;0;0;0;0
16793;2023;310;2;3;0;0;16793;3;104;3;0;0;0;0
16793;2023;410;3;3;41005;0;16793;3;70;2;0;0;0;0
16793;2023;610;3;3;61003;0;16793;3;34;1;0;0;0;0
16793;2023;410;4;3;41005;0;16793;3;70;2;0;0;0;0
16793;2023;610;4;3;61003;0;16793;3;34;1;0;0;0;0
16844;2023;310;1;3;0;0;16844;3;180;4;0;0;0;0
16844;2023;710;4;3;72007;0;16844;3;45;1;0;0;0;0
16985;2023;310;1;3;0;0;16985;3;85;3;0;0;0;0
17662;2023;310;1;3;0;0;17662;3;185;5;0;0;0;0
17741;2023;10;4;3;0;0;17741;3;10;1;0;0;0;0
17793;2023;310;4;3;0;0;17793;3;70;2;0;0;0;0
17895;2023;110;4;3;0;0;17895;3;108;3;0;0;0;0
18251;2023;10;4;2;0;0;18251;3;32;1;0;11;64000;0
18251;2023;10;5;2;0;0;18251;3;32;1;0;11;64000;0
18251;2023;110;1;1;0;0;18251;3;70;2;0;11;66000;0
19954;2023;310;1;3;0;0;19954;3;45;1;0;0;0;0
20139;2023;10;4;1;0;0;20139;3;26;1;0;0;0;0
20139;2023;10;5;1;0;0;20139;3;26;1;0;0;0;0
20165;2023;110;2;1;0;0;20165;3;29;1;0;0;0;0
20165;2023;110;3;3;0;0;20165;3;29;1;0;0;0;0
20165;2023;110;4;3;0;0;20165;3;23;1;0;0;0;0
20165;2023;110;5;3;0;0;20165;3;25;1;0;0;0;0
20266;2023;310;1;3;0;0;20266;3;80;2;0;0;0;0
20324;2023;310;1;3;0;0;20324;3;80;2;0;0;0;0
22022;2023;310;1;3;0;0;22022;3;130;3;0;0;0;0
22083;2023;10;4;2;0;0;22083;3;32;1;0;0;0;0
22083;2023;110;6;1;0;0;22083;3;40;1;0;0;0;0
22084;2023;310;1;3;0;0;22084;3;36;1;0;0;0;0
22084;2023;310;2;3;0;0;22084;3;40;1;0;0;0;0
22196;2023;310;1;3;0;0;22196;3;33;1;0;0;0;0
22271;2023;110;2;3;0;0;22271;3;6;1;0;0;0;0
22271;2023;110;3;3;0;0;22271;3;10;1;0;0;0;0
22271;2023;110;4;3;0;0;22271;3;3;1;0;0;0;0
22271;2023;110;5;3;0;0;22271;3;14;1;0;0;0;0
22271;2023;110;6;3;0;0;22271;3;21;1;0;0;0;0
22309;2023;110;2;3;0;0;22309;3;47;1;0;0;0;0
22309;2023;110;4;3;0;0;22309;3;47;1;0;0;0;0
22309;2023;310;1;3;0;0;22309;3;74;2;0;0;0;0
22309;2023;310;2;3;0;0;22309;3;74;2;0;0;0;0
22339;2023;110;8;1;0;0;22339;3;45;1;0;0;0;0
22464;2023;310;1;3;0;0;22464;3;160;4;0;0;0;0
22483;2023;310;1;3;0;0;22483;3;144;4;0;0;0;0
22483;2023;310;2;3;0;0;22483;3;140;4;0;0;0;0
22519;2023;110;2;3;0;0;22519;3;92;2;0;0;0;0
22519;2023;110;3;3;0;0;22519;3;93;2;0;0;0;0
22519;2023;110;4;3;0;0;22519;3;92;2;0;0;0;0
22519;2023;110;5;3;0;0;22519;3;92;2;0;0;0;0
22519;2023;110;6;3;0;0;22519;3;93;2;0;0;0;0
22519;2023;110;7;3;0;0;22519;3;94;2;0;0;0;0
22543;2023;310;1;3;0;0;22543;3;175;5;0;0;0;0
22543;2023;610;3;3;63011;0;22543;3;35;1;0;0;0;0
22543;2023;610;4;3;63011;0;22543;3;35;1;0;0;0;0
22597;2023;310;1;3;0;0;22597;3;72;2;0;0;0;0
22597;2023;410;3;3;41005;0;22597;3;64;2;0;0;0;0
22597;2023;410;4;3;41005;0;22597;3;46;2;0;0;0;0
22597;2023;610;4;3;64001;0;22597;3;21;1;0;0;0;0
22609;2023;10;4;1;0;0;22609;3;56;2;0;10;115000;0
22609;2023;310;2;3;0;0;22609;3;67;2;0;10;115000;0
22609;2023;310;4;3;0;0;22609;3;38;1;0;10;115000;0
22626;2023;310;1;3;0;0;22626;3;111;3;0;0;0;0
22758;2023;110;1;3;0;0;22758;3;42;1;0;0;0;0
22758;2023;110;2;3;0;0;22758;3;40;1;0;0;0;0
22758;2023;110;3;3;0;0;22758;3;35;1;0;0;0;0
22758;2023;110;5;3;0;0;22758;3;35;1;0;0;0;0
22758;2023;110;6;3;0;0;22758;3;40;1;0;0;0;0
22758;2023;110;8;3;0;0;22758;3;40;1;0;0;0;0
22758;2023;310;1;3;0;0;22758;3;80;2;0;0;0;0
22758;2023;310;2;3;0;0;22758;3;80;2;0;0;0;0
24201;2023;310;1;3;0;0;24201;3;78;2;0;0;0;0
24240;2023;110;7;3;0;0;24240;3;74;2;0;0;0;0
24240;2023;110;8;3;0;0;24240;3;74;2;0;0;0;0
24240;2023;310;3;3;0;0;24240;3;74;2;0;0;0;0
24446;2023;310;1;3;0;0;24446;3;90;2;0;0;0;0
24473;2023;310;1;3;0;0;24473;3;144;4;0;0;0;0
24473;2023;310;2;3;0;0;24473;3;144;4;0;0;0;0
24473;2023;610;3;3;61003;0;24473;3;90;2;0;0;0;0
24716;2023;10;5;1;0;0;24716;3;30;1;0;0;0;0
24716;2023;110;5;3;0;0;24716;3;40;1;0;0;0;0
24716;2023;110;6;3;0;0;24716;3;40;1;0;0;0;0
24716;2023;110;8;3;0;0;24716;3;40;1;0;0;0;0
24864;2023;10;4;1;0;0;24864;3;35;1;0;0;0;0
24864;2023;10;5;1;0;0;24864;3;35;1;0;0;0;0
24864;2023;110;1;1;0;0;24864;3;70;2;0;0;0;0
24864;2023;110;2;1;0;0;24864;3;70;2;0;0;0;0
24864;2023;110;3;3;0;0;24864;3;70;2;0;0;0;0
24864;2023;110;4;3;0;0;24864;3;70;2;0;0;0;0
24864;2023;110;5;3;0;0;24864;3;70;2;0;0;0;0
24864;2023;110;6;3;0;0;24864;3;70;2;0;0;0;0
24864;2023;110;7;3;0;0;24864;3;70;2;0;0;0;0
24864;2023;110;8;3;0;0;24864;3;70;2;0;0;0;0
24864;2023;310;1;3;0;0;24864;3;70;2;0;0;0;0
24864;2023;310;2;3;0;0;24864;3;70;2;0;0;0;0
24864;2023;310;3;3;0;0;24864;3;70;2;0;0;0;0
24864;2023;310;4;3;0;0;24864;3;70;2;0;0;0;0
24878;2023;10;4;2;0;0;24878;3;35;1;0;0;0;0
24878;2023;10;5;2;0;0;24878;3;45;1;0;0;0;0
24889;2023;310;1;3;0;0;20180622143747973461000000;3;120;3;0;0;0;0
25041;2023;10;5;3;0;0;25041;3;44;2;0;0;0;0
25303;2023;310;1;1;0;0;25303;3;90;2;0;0;0;0
25462;2023;110;5;3;0;0;25462;3;63;2;0;0;0;0
25462;2023;110;8;3;0;0;25462;3;74;2;0;0;0;0
25462;2023;310;3;3;0;0;25462;3;60;2;0;0;0;0
25462;2023;310;4;3;0;0;25462;3;56;2;0;0;0;0
26135;2023;110;2;3;0;0;26135;3;133;3;0;0;0;0
26135;2023;110;3;3;0;0;26135;3;132;3;0;0;0;0
26135;2023;110;4;3;0;0;26135;3;132;3;0;0;0;0
26135;2023;110;5;3;0;0;26135;3;132;3;0;0;0;0
26135;2023;110;6;3;0;0;26135;3;132;3;0;0;0;0
26135;2023;110;7;3;0;0;26135;3;132;3;0;0;0;0
26135;2023;110;8;3;0;0;26135;3;132;3;0;0;0;0
26135;2023;310;1;3;0;0;26135;3;132;3;0;0;0;0
26135;2023;310;2;3;0;0;26135;3;132;3;0;0;0;0
31116;2023;410;3;3;41005;0;31116;3;33;2;0;0;0;0
31116;2023;510;3;3;51006;0;31116;3;54;1;0;0;0;0
31343;2023;310;1;3;0;0;31343;3;234;6;0;0;0;0
40025;2023;310;1;3;0;0;40025;3;120;3;0;0;0;0
40065;2023;310;1;3;0;0;40065;3;26;1;0;0;0;0
40251;2023;10;4;2;0;0;20180822202440869174000000;3;35;1;0;11;55000;0
40301;2023;310;1;3;0;0;40301;3;169;5;0;0;0;0
40316;2023;310;1;3;0;0;40316;3;80;2;0;0;0;0
